,tweet_created_at,tweet_full_text,text_clean
2934,Fri Sep 07 03:51:25 +0000 2018,The dude has spoken. #Nike. #JustDoIt. Or... don't... we really don't care. ✌❤🌍 https://t.co/p7KMVUGs9M,the dude ha spoken nike justdoit or dont we realli dont care url
441,Fri Sep 07 03:51:25 +0000 2018,@clarencenyc_ are you not watching football?! lol I'm tryna get highlights. .  you over here entertaining negativity. the best way to respond is not to AT ALL! THATS IT!! #JustDoIt,user_ment are you not watch footbal lol im tryna get highlight you over here entertain neg the best way to respond is not to at all that it justdoit
5068,Fri Sep 07 03:51:15 +0000 2018,"@News12LI i think its a genius campaign. it encapsulates power and the will to strive, takes #justDoit to an entire new level and it pushes the public to not shut up and just dribble, to not be silenced by the powers that be whether what gender,nationality or race a person be",user_ment i think it a geniu campaign it encapsul power and the will to strive take justdoit to an entir new level and it push the public to not shut up and just dribbl to not be silenc by the power that be whether what or race a person be
1900,Fri Sep 07 03:51:09 +0000 2018,Oregon Liberal dilemma: Love Nike or hate Nike. Uncle Phil knows what would be best for Oregon: https://t.co/dVazr5Ocu2 #orpol #orgov #JustDoIt,oregon liber dilemma love nike or hate nike uncl phil know what would be best for oregon url orpol orgov justdoit
2357,Fri Sep 07 03:50:59 +0000 2018,"#JustDoIt Believe in something alright. Like STANDING FOR OUR FLAG! Why Nike signs a thug that doesn’t even play in the NFL to be the “inspiring” spokesman, sounds like Nike management needs investigating!!!",justdoit believ in someth alright like stand for our flag whi nike sign a thug that even play in the nfl to be the spokesman sound like nike manag need investig
4330,Fri Sep 07 03:50:46 +0000 2018,"@AP Hey lets bring a bunch of ""immigrants"" without worrying about their intentions. Sounds like a great idea. #justdoit #immigration #whatcouldpossiblygowrong",user_ment hey let bring a bunch of immigr without worri about their intent sound like a great idea justdoit immigr whatcouldpossiblygowrong
539,Fri Sep 07 03:50:37 +0000 2018,Bought my Vapormaxes and will be rocking them proudly.  But I won't  cut the grass in them.  =)  Good job @Nike #JustDoIt https://t.co/zzMGVulAS3,bought my vapormax and will be rock them proudli but i wont cut the grass in them good job user_ment justdoit url
1392,Fri Sep 07 03:50:22 +0000 2018,Did Nike “Just Do It” or “Just Blew It” with Kaepernick and the NFL?#JustDoIT #BoycottNike #NFL #NFLKickoff https://t.co/Fff9Y1mQPP,did nike do or blew with kaepernick and the nfl justdoit boycottnik nfl nflkickoff url
3755,Fri Sep 07 03:49:48 +0000 2018,"I proudly wear @Nike ... if you don’t, they are saying they don’t want you wearing their clothes #JustDoIt https://t.co/q6quu8rITv",i proudli wear user_ment if you they are say they want you wear their cloth justdoit url
3491,Fri Sep 07 03:49:30 +0000 2018,"Can I just say how much I enjoy the @NFL so can we please start black balling the rapist, abusers, and felons instead of those standing up for their beliefs so I don’t feel like a shit bag for watching a game! #JustDoIt #NFL #NFLKickoff #ThursdayNightFootball",can i just say how much i enjoy the user_ment so can we pleas start black ball the rapist abus and felon instead of those stand up for their belief so i feel like a shit bag for watch a game justdoit nfl nflkickoff thursdaynightfootbal
1815,Fri Sep 07 03:49:13 +0000 2018,"@Nike while I may not agree with the messenger, I definitely agree with the message. #JustDoIt",user_ment while i may not agre with the messeng i definit agre with the messag justdoit
614,Fri Sep 07 03:49:04 +0000 2018,Boycotts are lame! 🙄You do you! #JustDoIt #NikeBoycott #innoutboycott #starbucksboycott #anyotherboycott,boycott are lame do you justdoit nikeboycott innoutboycott starbucksboycott anyotherboycott
2959,Fri Sep 07 03:49:03 +0000 2018,#JustDoIt The ad was great. I missed the first 5 seconds. Kaperdick sucks and so does Nike,justdoit the ad wa great i miss the first second kaperdick suck and so doe nike
849,Fri Sep 07 03:48:59 +0000 2018,"Pres. @realDonaldTrump's most popular tweet of 2017 has 597,000 Likes in 10 months. @Nike's #Kaepernick ad has 893,000 Likes in just 4⃣ days.  

Nike knew exactly what it was doing.  #JustDoIt

👇 https://t.co/MX1S9f4gVH",pre user_ment most popular tweet of ha like in month user_ment kaepernick ad ha like in just day nike knew exactli what it wa do justdoit url
304,Fri Sep 07 03:48:46 +0000 2018,You all stop wearing Nike because of Kaepernick. I’m not drinking Corona because of Tony Romo #JustDoIt #JustLoseYourJobToDak,you all stop wear nike becaus of kaepernick not drink corona becaus of toni romo justdoit justloseyourjobtodak
336,Fri Sep 07 03:48:45 +0000 2018,"That Nike #JustDoIt campaign is deep.

Just saying it to myself gives some kind of satisfaction on some past decisions that up until recent times I often blame myself for taking. 

It as well gives me some kind of self confidence to make bolder decisions. 

Like #JustDoIt fam!",that nike justdoit campaign is deep just say it to myself give some kind of satisfact on some past decis that up until recent time i often blame myself for take it as well give me some kind of self confid to make bolder decis like justdoit fam
2683,Fri Sep 07 03:48:33 +0000 2018,I still say this everyday 😭😭😂😂 best one yet!!! #GotEm #DeezNuts #Nike #JustDoIt ✔️ https://t.co/wXp2Jh6Ybq,i still say thi everyday best one yet gotem deeznut nike justdoit url
3332,Fri Sep 07 03:48:33 +0000 2018,My latest post in my new blogger group on FB! Level up your lifestyle blog is for new bloggers looking for a kickstart! #blogging #socialmedia #justdoit https://t.co/J1Np7jkkWq https://t.co/J3NQD9SUxz,my latest post in my new blogger group on fb level up your lifestyl blog is for new blogger look for a kickstart blog socialmedia justdoit url url
266,Fri Sep 07 03:48:07 +0000 2018,@katiarreyna This is the first step to that process #JustDoIt,user_ment thi is the first step to that process justdoit
2162,Fri Sep 07 03:47:41 +0000 2018,"In protest of an all-American company that supports peaceful protesters, we will be burning these all-American Nikes on the White House lawn #justdoit https://t.co/DLauTeiV8L",in protest of an allamerican compani that support peac protest we will be burn these allamerican nike on the white hous lawn justdoit url
1264,Fri Sep 07 03:47:34 +0000 2018,"Loving my bio. That's what you can create when you're in pain, art that can speak a million words. Never ask if your dreams are crazy, ask if they're crazy enough. 😩👌🏼💯 #Justdoit",love my bio that what you can creat when your in pain art that can speak a million word never ask if your dream are crazi ask if theyr crazi enough justdoit
2855,Fri Sep 07 03:47:28 +0000 2018,This to is why I #TakeAKnee #JustDoIt https://t.co/nGshkOz69w,thi to is whi i takeakne justdoit url
1113,Fri Sep 07 03:47:27 +0000 2018,"Everyone kneels and claims to #boycott the #NFL, yet the #Eagles, #Falcons and other NFL games are highly trending. #hypocrites I guess. For the moment #resisters. #JustDoIt #ColinKaepernick #WhyWeKneel #BoycottNFL #fake #WeSeeYou https://t.co/QvXjMyI4aO",everyon kneel and claim to boycott the nfl yet the eagl falcon and other nfl game are highli trend hypocrit i guess for the moment resist justdoit colinkaepernick whywekneel boycottnfl fake weseey url
832,Fri Sep 07 03:47:17 +0000 2018,"Create Your Own Nike Just Do It Colin Kaepernick Meme With This Free Template: https://t.co/syb1Xeyax9

#Nike #ColinKaepernick #JustDoIt https://t.co/A5GqtGGq1N",creat your own nike just do it colin kaepernick meme with thi free templat url nike colinkaepernick justdoit url
1237,Fri Sep 07 03:47:10 +0000 2018,"My favorite bartender.  Besides myself.
#justdrinkit #makethatshitstrong #justdoit #nike #believeinsomething #shithappens @ San Patricios https://t.co/jfpXhTLv4f",my favorit bartend besid myself justdrinkit makethatshitstrong justdoit nike believeinsometh shithappen san patricio url
1155,Fri Sep 07 03:47:08 +0000 2018,I’ve spent over half my life watching @serenawilliams play. 🤯 It’s been a treat and she ain’t stoppin’ 💪🏽 🙌🏽 👏🏽 🎾 #justdoit https://t.co/bTqMovFWjP,spent over half my life watch user_ment play been a treat and she justdoit url
3621,Fri Sep 07 03:46:57 +0000 2018,"@mflynnJR Believe you can start and popularize the chant ""Lock her up! "" toward someone who's committed no crimes even while you yourself are engaged in felonious activities. 

#JustDoIt",user_ment believ you can start and popular the chant lock her up toward someon who commit no crime even while you yourself are engag in feloni activ justdoit
4987,Fri Sep 07 03:46:37 +0000 2018,Will they boycott anyone who supports #nike too .... IJS.. #JustDoIt One college is removing all uniforms purchased from Nike that feature the company's logo in response to the company's deal with Colin Kaepernick. Matt Yurus reports. https://t.co/oNDVvxc4Cn,will they boycott anyon who support nike too ij justdoit one colleg is remov all uniform purchas from nike that featur the compani logo in respons to the compani deal with colin kaepernick matt yuru report url
2417,Fri Sep 07 03:46:36 +0000 2018,#BoycottSykes Otherwise she'll be the next face of @Nike #JustDoIt Can fit the role Why is it @netflix continues to run all this trash You do know you have Christian Conservative Red Blooded Americans who would like to see some decent programming Guess we should #BoycottNetflix https://t.co/kuduh6pqOI,boycottsyk otherwis shell be the next face of user_ment justdoit can fit the role whi is it user_ment continu to run all thi trash you do know you have christian conserv red blood american who would like to see some decent program guess we should boycottnetflix url
1424,Fri Sep 07 03:46:08 +0000 2018,@nessnitty That was awesome even though I already watched it multiple times! #ImWithKap #JustDoIt,user_ment that wa awesom even though i alreadi watch it multipl time imwithkap justdoit
2898,Fri Sep 07 03:46:05 +0000 2018,"@Mikel_Jollett “Believe in something, even if it means sacrificing everything.” #Nike #JustDoIt",user_ment in someth even if it mean sacrif nike justdoit
3935,Fri Sep 07 03:45:59 +0000 2018,What worn out cable guy empty phrase #JustDoIt,what worn out cabl guy empti phrase justdoit
1523,Fri Sep 07 03:45:59 +0000 2018,Everybody who is Boycotting Nike here......#nike #justdoit https://t.co/4ROAkw2qZU,everybodi who is boycot nike here nike justdoit url
951,Fri Sep 07 03:45:33 +0000 2018,"Believe in something.
Even if it means sacrificing everything.
#JackTriceWill #cyclONEnation #JustDoIt

@CycloneFB 🌪🚨🌪 #WinInTheDark https://t.co/1UcW8ovmya",believ in someth even if it mean sacrif everyth jacktricewil cyclonen justdoit user_ment wininthedark url
4250,Fri Sep 07 03:45:31 +0000 2018,"Momma! We made it!🙌 

Finally! A @nike campaign ad!🤣

#blessed
#sponsored
#justdoit 
#colinkaepernick 
#ad
#satire 
#flipeye 
#fotografi 
#d3xtagram @ Flipeye Fotografi https://t.co/2gnVcMAfyp",momma we made final a user_ment campaign bless sponsor justdoit colinkaepernick ad satir flipey fotografi d3xtagram flipey fotografi url
1718,Fri Sep 07 03:45:22 +0000 2018,Just purchased @Nike for the first time in my life. All thanks to the company standing up for people to be the very BEST - all people - in all countries - from all backgrounds. #JustDoIt,just purchas user_ment for the first time in my life all thank to the compani stand up for peopl to be the veri best all peopl in all countri from all background justdoit
2149,Fri Sep 07 03:45:09 +0000 2018,"I find this thought-provoking campaign to be very inspiring. 
I find his dedication to social justice to be true. 
I am a believer. 
And glad that @Nike gave momentum to the conversation by making him their spokesperson. #JustDoIt https://t.co/ee9Fof77Fr https://t.co/6kRo5mwy1O",i find thi thoughtprovok campaign to be veri inspir i find hi dedic to social justic to be true i am a believ and glad that user_ment gave momentum to the convers by make him their spokesperson justdoit url url
4104,Fri Sep 07 03:44:50 +0000 2018,"If the Nike ad insults you instead of inspire you, then maybe you’re the problem #Nike #CollinKaepernick #JustDoIt",if the nike ad insult you instead of inspir you then mayb the problem nike collinkaepernick justdoit
2102,Fri Sep 07 03:44:47 +0000 2018,"The  people who believe #ColinKaepernick sacrificed nothing are the same people who believe #Trump sacrificed everything...
#Nike 
#JustDoIt",the peopl who believ colinkaepernick sacrif noth are the same peopl who believ trump sacrif everyth nike justdoit
718,Fri Sep 07 03:44:41 +0000 2018,@RepSwalwell #justdoit NOW before #Kavanaugh confirmation...!!!,user_ment justdoit now befor kavanaugh confirm
298,Fri Sep 07 03:44:39 +0000 2018,@iambbachelor 😂 #BBachelor #ImJustAVibe #MainAttraction #NikeAd #Nike #JustDoit #memes #tbt #lifetimenetwork #lifetimetv #mafssecondchances #tvshow #actor @ Downtown Los Angeles https://t.co/uTwgTJ73sh,user_ment bbachelor imjustavib mainattract nikead nike justdoit meme tbt lifetimenetwork lifetimetv mafssecondch tvshow actor downtown lo angel url
